Object property                Domain                         Range                          File                          
RO_0000056                     BFO_0000002                    BFO_0000003                    ino.owl                       
RO_0000056                     BFO_0000002                    BFO_0000003                    ino.owl                       
RO_0000056                     BFO_0000002                    BFO_0000003                    ino.owl                       
RO_0000056                     BFO_0000002                    BFO_0000003                    ino.owl                       
RO_0000057                     BFO_0000003                    BFO_0000002                    ino.owl                       
RO_0000057                     BFO_0000003                    BFO_0000002                    ino.owl                       
RO_0000057                     BFO_0000003                    BFO_0000002                    ino.owl                       
RO_0000057                     BFO_0000003                    BFO_0000002                    ino.owl                       
RO_0000087                     BFO_0000004                    BFO_0000023                    ino.owl                       
RO_0000087                     BFO_0000004                    BFO_0000023                    ino.owl                       
RO_0002091                     BFO_0000003                    BFO_0000003                    ino.owl                       
RO_0002091                     BFO_0000003                    BFO_0000003                    ino.owl                       
RO_0002091                     BFO_0000003                    BFO_0000003                    ino.owl                       
RO_0002091                     BFO_0000003                    BFO_0000003                    ino.owl                       
RO_0002211                     BFO_0000015                    BFO_0000015                    ino.owl                       
RO_0002211                     BFO_0000015                    BFO_0000015                    ino.owl                       
RO_0002211                     BFO_0000015                    BFO_0000015                    ino.owl                       
RO_0002211                     BFO_0000015                    BFO_0000015                    ino.owl                       
RO_0002222                     BFO_0000003                    BFO_0000003                    ino.owl                       
RO_0002222                     BFO_0000003                    BFO_0000003                    ino.owl                       
RO_0002222                     BFO_0000003                    BFO_0000003                    ino.owl                       
RO_0002222                     BFO_0000003                    BFO_0000003                    ino.owl                       
RO_0002233                     BFO_0000015                    BFO_0000040                    ino.owl                       
RO_0002334                     BFO_0000015                    BFO_0000015                    ino.owl                       
RO_0002410                     BFO_0000015                    BFO_0000015                    ino.owl                       
RO_0002414                     BFO_0000015                    BFO_0000015                    ino.owl                       
RO_0002414                     BFO_0000015                    BFO_0000015                    ino.owl                       
RO_0002414                     BFO_0000015                    BFO_0000015                    ino.owl                       
RO_0002414                     BFO_0000015                    BFO_0000015                    ino.owl                       
RO_0002501                     BFO_0000003                    BFO_0000003                    ino.owl                       
affiliationOf                  Unit                           Person                         instOntology.owl              
belongsToCentre                Person                         Centre                         instOntology.owl              
centretHead                    Centre                         Teacher                        instOntology.owl              
editorOfEvents                 Teacher                        Events                         instOntology.owl              
eventsEditor                   Events                         Teacher                        instOntology.owl              
hasAffiliation                 Person                         Unit                           instOntology.owl              
hasArticlePublication          Person                         Article                        instOntology.owl              
hasAuthor                      Publication                    Person                         instOntology.owl              
hasBookPublication             Person                         Book                           instOntology.owl              
hasDiscipline                  Student                        Discipline                     instOntology.owl              
hasGender                      Person                         Gender                         instOntology.owl              
hasPrincipalInvestigator       Project                        Teacher                        instOntology.owl              
hasQualification               Person                         Qualification                  instOntology.owl              
hasResearchInterest            Person                         Research_Interest              instOntology.owl              
hasSupervisor                  Student                        Teacher                        instOntology.owl              
listedCourse                   Centre                         Course_Name                    instOntology.owl              
pgStudent                      Postgraduate_Student           Postgraduate_Course            instOntology.owl              
projectAssistantOf             ProjectAssistant               Project                        instOntology.owl              
researchArea                   Person                         Research_Topic                 instOntology.owl              
researchInterestOf             Research_Interest              Person                         instOntology.owl              
supervisorOf                   Teacher                        Student                        instOntology.owl              
ugStudent                      Undergraduate_Student          Undergraduate_Course           instOntology.owl              
unitHead                       Unit                           Teacher                        instOntology.owl              
mustbecomposedof               InfrastructureProduct          InfrastructureProduct          IPDFull.owl                   
mustbecomposedof               InfrastructureProduct          InfrastructureProduct          IPDFull.owl                   
mustbecomposedof               InfrastructureProduct          InfrastructureProduct          IPDFull.owl                   
hasObject1Attribute            ClearnaceConstraint            Attribute                      IPDFull.owl                   
hasImpactSource                TCMImpacts                     InstalledPipeAttribute         IPDFull.owl                   
has_Pipe_Material              TrenchlessConstructionMethod   TCMPipeMaterial                IPDFull.owl                   
hasMeasurementUnits            MeasurementResource            UnitsofMeasurement             IPDFull.owl                   
hasMeasurementResource         Measure                        MeasurementResource            IPDFull.owl                   
mustbecomposedof               InfrastructureProduct          InfrastructureProduct          IPDFull.owl                   
hasImpactedEntity              TCMImpacts                     TCM_Attributes                 IPDFull.owl                   
couldBeComposedOf              InfrastructureProduct          InfrastructureProduct          IPDFull.owl                   
hasConstraintPurpose           SpatialConstraint              ConstraintPurpose              IPDFull.owl                   
hasConstraintType              SpatialConstraint              ConstraintType                 IPDFull.owl                   
sourcedFrom                    Content                        Content                        iridlcontent.owl              
sourcedFrom                    Content                        Content                        iridlcontent.owl              
sourcedFrom                    Content                        Content                        iridlcontent.owl              
sourcedFrom                    Content                        Content                        iridlcontent.owl              
hasWMS                         Figure                         WmsServicePoint                iridlcontent.owl              
hasWMS                         Figure                         WmsServicePoint                iridlcontent.owl              
hasWMS                         Figure                         WmsServicePoint                iridlcontent.owl              
hasWMS                         Figure                         WmsServicePoint                iridlcontent.owl              
hasKML                         Figure                         KmlDocument                    iridlcontent.owl              
hasKML                         Figure                         KmlDocument                    iridlcontent.owl              
hasKML                         Figure                         KmlDocument                    iridlcontent.owl              
hasKML                         Figure                         KmlDocument                    iridlcontent.owl              
hasDocumentation               Content                        document                       iridlcontent.owl              
hasDocumentation               Content                        document                       iridlcontent.owl              
hasDocumentation               Content                        document                       iridlcontent.owl              
hasDocumentation               Content                        document                       iridlcontent.owl              
isContainerOf                  dataset                        dataset                        iridlcontent.owl              
isContainerOf                  dataset                        dataset                        iridlcontent.owl              
isContainerOf                  dataset                        dataset                        iridlcontent.owl              
isContainerOf                  dataset                        dataset                        iridlcontent.owl              
hasDocumentation               Content                        document                       iridlcontent.owl              
hasDocumentation               Content                        document                       iridlcontent.owl              
hasDocumentation               Content                        document                       iridlcontent.owl              
hasDocumentation               Content                        document                       iridlcontent.owl              
hasFigview                     map_page                       figview                        iridlcontent.owl              
hasFigview                     map_page                       figview                        iridlcontent.owl              
hasFigview                     map_page                       figview                        iridlcontent.owl              
hasFigview                     map_page                       figview                        iridlcontent.owl              
hasFigure                      map_page                       Figure                         iridlcontent.owl              
hasFigure                      map_page                       Figure                         iridlcontent.owl              
hasFigure                      map_page                       Figure                         iridlcontent.owl              
hasFigure                      map_page                       Figure                         iridlcontent.owl              
contentType                    Document                       ContentTypeConcept             istexXML.owl                  
enrichmentProcess              Document                       EnrichmentProcessConcept       istexXML.owl                  
extractedEntity                Document                       Concept                        istexXML.owl                  
extractedGeog                  Document                       GeographicConcept              istexXML.owl                  
extractedOrganization          Document                       OrganizationConcept            istexXML.owl                  
extractedPlace                 Document                       PlaceConcept                   istexXML.owl                  
publicationType                Document                       PublicationTypeConcept         istexXML.owl                  
subjectInist                   Document                       InistConcept                   istexXML.owl                  
subjectScienceMetrix           Document                       ScienceMetrixConcept           istexXML.owl                  
subjectWos                     Document                       WosConcept                     istexXML.owl                  
subjectScopus                  Document                       ScopusConcept                  istexXML.owl                  
imaVlogo                       Storitev                       Vloga                          leo.owl                       
imaPritozbo                    Storitev                       Storitev                       leo.owl                       
imaEPYes                       EPRazdruzevalniALI             ElementProcedure               leo.owl                       
imaStoritev                    ZivljenjskaSituacija           Storitev                       leo.owl                       
imaPrilogo                     Storitev                       Priloga                        leo.owl                       
imaEPNo                        EPRazdruzevalniALI             ElementProcedure               leo.owl                       
imaZS                          Uporabnik                      ZivljenjskaSituacija           leo.owl                       
imaEStoritev                   Storitev                       EStoritev                      leo.owl                       
izvajaZS                       Procedura                      ZivljenjskaSituacija           leo.owl                       
imaProceduro                   ZivljenjskaSituacija           Procedura                      leo.owl                       
imaProceduro                   ZivljenjskaSituacija           Procedura                      leo.owl                       
imaEPMulti                     EPRazdruzevalniIN              ElementProcedure               leo.owl                       
sproziZS                       EPZivljenjskaSituacija         ZivljenjskaSituacija           leo.owl                       
imaOdlocbo                     Storitev                       Odlocba                        leo.owl                       
imaStart                       Procedura                      EPStart                        leo.owl                       
jeStop                         EPStop                         Procedura                      leo.owl                       
sproziStoritev                 EPStoritev                     Storitev                       leo.owl                       
jeOdlocba                      Odlocba                        Storitev                       leo.owl                       
imaStop                        Procedura                      EPStop                         leo.owl                       
Borrow                         PGStudent                      PGTextBook                     Library Ontology.owl          
Borrow                         PGStudent                      UGTextBook                     Library Ontology.owl          
Borrow                         UGStudent                      PGTextBook                     Library Ontology.owl          
Borrow                         UGStudent                      UGTextBook                     Library Ontology.owl          
Browse                         Faculty                        OnlineJournal                  Library Ontology.owl          
Browse                         ResearchScholar                OnlineJournal                  Library Ontology.owl          
Issue                          Librarian                      TextBook                       Library Ontology.owl          
Refer                          ResearchScholar                Thesis                         Library Ontology.owl          
Return                         PGStudent                      PGTextBook                     Library Ontology.owl          
Return                         PGStudent                      UGTextBook                     Library Ontology.owl          
Return                         UGStudent                      PGTextBook                     Library Ontology.owl          
Return                         UGStudent                      UGTextBook                     Library Ontology.owl          
TempTransferBookTo             AsstLibrarian                  AsstLibrarian                  Library Ontology.owl          
TempTransferBookTo             AsstLibrarian                  Student                        Library Ontology.owl          
TempTransferBookTo             Faculty                        AsstLibrarian                  Library Ontology.owl          
TempTransferBookTo             Faculty                        Student                        Library Ontology.owl          
Use                            LibraryMember                  InternetAndWiFiService         Library Ontology.owl          
Utilize                        LibraryMember                  LibraryResource                Library Ontology.owl          
hasName                        Student                        Student                        Library Ontology.owl          
hasTitle                       TextBook                       TextBook                       Library Ontology.owl          
isBorrowedBy                   PGTextBook                     PGStudent                      Library Ontology.owl          
isBorrowedBy                   PGTextBook                     UGStudent                      Library Ontology.owl          
isBorrowedBy                   UGTextBook                     PGStudent                      Library Ontology.owl          
isBorrowedBy                   UGTextBook                     UGStudent                      Library Ontology.owl          
isBrowsedBy                    OnlineJournal                  Faculty                        Library Ontology.owl          
isIssuedBy                     TextBook                       Librarian                      Library Ontology.owl          
isReferedBy                    Thesis                         ResearchScholar                Library Ontology.owl          
isReturnedBy                   PGTextBook                     PGStudent                      Library Ontology.owl          
isReturnedBy                   PGTextBook                     UGStudent                      Library Ontology.owl          
isReturnedBy                   UGTextBook                     PGStudent                      Library Ontology.owl          
isReturnedBy                   UGTextBook                     UGStudent                      Library Ontology.owl          
isUsedBy                       InternetAndWiFiService         LibraryMember                  Library Ontology.owl          
isUtilizedBy                   LibraryResource                LibraryMember                  Library Ontology.owl          
isDescribedBy                  Item                           Term                           maproom-edited.owl            
directlyImplies                Term                           Term                           maproom-edited.owl            
directlyImpliedBy              Term                           Term                           maproom-edited.owl            
withinClass                    Search                         Class                          maproom-edited.owl            
hasSubMap                      map_page                       map_page                       maproom-edited.owl            
hasSubMap                      map_page                       map_page                       maproom-edited.owl            
hasSubMap                      map_page                       map_page                       maproom-edited.owl            
hasSubMap                      map_page                       map_page                       maproom-edited.owl            
withTerm                       Search                         Term                           maproom-edited.owl            
agent                          Event                          Action                         metalex-cen.owl               
cites                          BibliographicCitation          CitableBibliographicObject     metalex-cen.owl               
component                      CompoundObject                 Component                      metalex-cen.owl               
date                           Event                          Date                           metalex-cen.owl               
embodies                       BibliographicManifestation     BibliographicExpression        metalex-cen.owl               
exemplifies                    BibliographicItem              BibliographicManifestation     metalex-cen.owl               
fragment                       Document                       Fragment                       metalex-cen.owl               
identifierComponent            BibliographicIdentifier        BibliographicIdentifierComponent metalex-cen.owl               
instrument                     Event                          Instrument                     metalex-cen.owl               
part                           BibliographicThing             BibliographicThing             metalex-cen.owl               
participant                    Event                          EventParticipant               metalex-cen.owl               
patient                        Event                          Patient                        metalex-cen.owl               
realizes                       BibliographicExpression        BibliographicWork              metalex-cen.owl               
recipient                      Event                          Recipient                      metalex-cen.owl               
records                        BibliographicObject            BibliographicObject            metalex-cen.owl               
result                         Event                          Result                         metalex-cen.owl               
temporalFictionOf              FictionalExpressionCreation    Event                          metalex-cen.owl               
thisEmbodies                   BibliographicItem              BibliographicExpression        metalex-cen.owl               
thisRealizes                   BibliographicItem              BibliographicWork              metalex-cen.owl               
variant                        BibliographicExpression        BibliographicExpression        metalex-cen.owl               
contributer                    Ontology                       Agent                          mod-ontology-09092016.owl     
creator                        Ontology                       Agent                          mod-ontology-09092016.owl     
format                         Ontology                       FileFormat                     mod-ontology-09092016.owl     
subject                        Ontology                       Domain                         mod-ontology-09092016.owl     
type                           Ontology                       OntologyType                   mod-ontology-09092016.owl     
license                        Ontology                       LicenseDocument                mod-ontology-09092016.owl     
license                        Ontology                       LicenseDocument                mod-ontology-09092016.owl     
license                        Ontology                       LicenseDocument                mod-ontology-09092016.owl     
license                        Ontology                       License                        mod-ontology-09092016.owl     
endorsedBy                     Ontology                       Agent                          mod-ontology-09092016.owl     
evaluatedBy                    Evaluation                     Agent                          mod-ontology-09092016.owl     
evaluationBasedOnCriteria      Evaluation                     EvaluationCriteria             mod-ontology-09092016.owl     
evaluationMethod               Evaluation                     EvaluationMethod               mod-ontology-09092016.owl     
formalityLevel                 Ontology                       LevelOfFormality               mod-ontology-09092016.owl     
hasEvaluation                  Ontology                       Evaluation                     mod-ontology-09092016.owl     
knowledgeRepresentationFormalism Ontology                       KnowledgeRepresentationFormalism mod-ontology-09092016.owl     
methodologyUsed                Ontology                       OntologyDesignMethodology      mod-ontology-09092016.owl     
module                         Ontology                       Ontology                       mod-ontology-09092016.owl     
ontologyInUse                  Ontology                       Project                        mod-ontology-09092016.owl     
ontologyLanguage               Ontology                       OntologyDesignLanguage         mod-ontology-09092016.owl     
sourceOntology                 Ontology                       Ontology                       mod-ontology-09092016.owl     
sponseredBy                    Ontology                       Project                        mod-ontology-09092016.owl     
syntax                         Ontology                       OntologySyntax                 mod-ontology-09092016.owl     
toolUsed                       Ontology                       OntologyDesignTool             mod-ontology-09092016.owl     
contactPoint                   Ontology                       Person                         mod-ontology-09092016.owl     
isIssuerOf                     Issuer                         Symbol                         Monetary_ontology.rdf-xml.owl 
isReceiverOfPhysicalValue      Buyer                          Seller                         Monetary_ontology.rdf-xml.owl 
isLenderOf                     Creditor                       SymbolicValue                  Monetary_ontology.rdf-xml.owl 
isTransportedBySymbol          SymbolicValue                  Symbol                         Monetary_ontology.rdf-xml.owl 
isMinterOf                     Mint                           Symbol                         Monetary_ontology.rdf-xml.owl 
isTransporterOfSymbolicValue   Symbol                         SymbolicValue                  Monetary_ontology.rdf-xml.owl 
isBorrowerOf                   Debtor                         SymbolicValue                  Monetary_ontology.rdf-xml.owl 
isExecutorOf                   Mint                           MintingAgreement               Monetary_ontology.rdf-xml.owl 
isIssuerOfSymbols              Symbol                         Mint                           Monetary_ontology.rdf-xml.owl 
isExecutedBy                   MintingAgreement               Mint                           Monetary_ontology.rdf-xml.owl 
isReceiverOfObligationValue    Seller                         Buyer                          Monetary_ontology.rdf-xml.owl 
isDescribedBy                  Obligation                     ValueAgreement                 Monetary_ontology.rdf-xml.owl 
isLentBy                       SymbolicValue                  Creditor                       Monetary_ontology.rdf-xml.owl 
isCommissionedBy               MintingAgreement               Issuer                         Monetary_ontology.rdf-xml.owl 
isIssuedBy                     Symbol                         Issuer                         Monetary_ontology.rdf-xml.owl 
isBorrowedBy                   SymbolicValue                  Debtor                         Monetary_ontology.rdf-xml.owl 
isADescriptionOf               ValueAgreement                 Obligation                     Monetary_ontology.rdf-xml.owl 
isGiverOfPhysicalValue         Seller                         Buyer                          Monetary_ontology.rdf-xml.owl 
isCommissionerOf               Issuer                         MintingAgreement               Monetary_ontology.rdf-xml.owl 
isMintedBy                     Symbol                         Mint                           Monetary_ontology.rdf-xml.owl 
isGiverOfObligationValue       Buyer                          Seller                         Monetary_ontology.rdf-xml.owl 
containsCompanyCountry         Territory                      CompanyCountry                 movieontology.owl             
partOfCompanyTerritory         CompanyCountry                 Territory                      movieontology.owl             
normatively_comparable         Normatively_Qualified          Normatively_Qualified          norm.owl                      
normatively_strictly_worse     Obliged                        Disallowed                     norm.owl                      
normatively_strictly_better    Disallowed                     Obliged                        norm.owl                      
normatively_comparable         Normatively_Qualified          Normatively_Qualified          norm.owl                      
normatively_strictly_worse     Obliged                        Disallowed                     norm.owl                      
normatively_strictly_better    Disallowed                     Obliged                        norm.owl                      
normatively_strictly_better    Disallowed                     Obliged                        norm.owl                      
strictly_equivalent            Allowed                        Allowed                        norm.owl                      
BFO_0000054                    BFO_0000017                    BFO_0000015                    obi.owl                       
BFO_0000054                    BFO_0000017                    BFO_0000015                    obi.owl                       
BFO_0000055                    BFO_0000015                    BFO_0000017                    obi.owl                       
BFO_0000055                    BFO_0000015                    BFO_0000017                    obi.owl                       
BFO_0000062                    BFO_0000003                    BFO_0000003                    obi.owl                       
BFO_0000062                    BFO_0000003                    BFO_0000003                    obi.owl                       
BFO_0000062                    BFO_0000003                    BFO_0000003                    obi.owl                       
BFO_0000062                    BFO_0000003                    BFO_0000003                    obi.owl                       
BFO_0000063                    BFO_0000003                    BFO_0000003                    obi.owl                       
BFO_0000063                    BFO_0000003                    BFO_0000003                    obi.owl                       
BFO_0000063                    BFO_0000003                    BFO_0000003                    obi.owl                       
BFO_0000063                    BFO_0000003                    BFO_0000003                    obi.owl                       
BFO_0000066                    BFO_0000003                    BFO_0000004                    obi.owl                       
BFO_0000066                    BFO_0000003                    BFO_0000004                    obi.owl                       
IAO_0000221                    IAO_0000109                    BFO_0000019                    obi.owl                       
IAO_0000407                    IAO_0000400                    UO_0000001                     obi.owl                       
IAO_0000413                    IAO_0000416                    BFO_0000015                    obi.owl                       
IAO_0000581                    IAO_0000582                    IAO_0000416                    obi.owl                       
OBI_0000124                    OBI_0001909                    IAO_0000027                    obi.owl                       
OBI_0000314                    BFO_0000002                    BFO_0000002                    obi.owl                       
OBI_0000417                    OBI_0000011                    IAO_0000005                    obi.owl                       
OBI_0000833                    IAO_0000005                    OBI_0000011                    obi.owl                       
OBI_0000999                    OBI_0000938                    OBI_0000963                    obi.owl                       
OBI_0001637                    BFO_0000040                    BFO_0000040                    obi.owl                       
OBI_0001938                    IAO_0000030                    OBI_0001933                    obi.owl                       
OBI_1110060                    BFO_0000003                    BFO_0000003                    obi.owl                       
OBI_1110119                    BFO_0000040                    BFO_0000040                    obi.owl                       
RO_0000056                     BFO_0000002                    BFO_0000003                    obi.owl                       
RO_0000056                     BFO_0000002                    BFO_0000003                    obi.owl                       
RO_0000056                     BFO_0000002                    BFO_0000003                    obi.owl                       
RO_0000056                     BFO_0000002                    BFO_0000003                    obi.owl                       
RO_0000057                     BFO_0000003                    BFO_0000002                    obi.owl                       
RO_0000057                     BFO_0000003                    BFO_0000002                    obi.owl                       
RO_0000057                     BFO_0000003                    BFO_0000002                    obi.owl                       
RO_0000057                     BFO_0000003                    BFO_0000002                    obi.owl                       
RO_0000058                     BFO_0000031                    BFO_0000020                    obi.owl                       
RO_0000059                     BFO_0000020                    BFO_0000031                    obi.owl                       
RO_0000085                     BFO_0000004                    BFO_0000034                    obi.owl                       
RO_0000087                     BFO_0000004                    BFO_0000023                    obi.owl                       
RO_0000087                     BFO_0000004                    BFO_0000023                    obi.owl                       
RO_0000091                     BFO_0000004                    BFO_0000016                    obi.owl                       
RO_0002002                     BFO_0000040                    BFO_0000141                    obi.owl                       
RO_0002220                     BFO_0000004                    BFO_0000004                    obi.owl                       
RO_0002222                     BFO_0000003                    BFO_0000003                    obi.owl                       
RO_0002222                     BFO_0000003                    BFO_0000003                    obi.owl                       
RO_0002222                     BFO_0000003                    BFO_0000003                    obi.owl                       
RO_0002222                     BFO_0000003                    BFO_0000003                    obi.owl                       
hasComposition                 WaterComposition               Pollutant                      OntoWAWO+.owl                 
hasConcentration               WaterComposition               Pollutant                      OntoWAWO+.owl                 
hasConnectionBeginningOf       Conveyor                       RiverSection                   OntoWAWO+.owl                 
hasConnectionBeginningOf       Conveyor                       WWTP                           OntoWAWO+.owl                 
hasConnectionBeginningOf       Conveyor                       WaterProducer                  OntoWAWO+.owl                 
hasConnectionBeginningOf       Conveyor                       WaterRetainingTank             OntoWAWO+.owl                 
hasConnectionEndingOf          Conveyor                       RiverSection                   OntoWAWO+.owl                 
hasConnectionEndingOf          Conveyor                       WWTP                           OntoWAWO+.owl                 
hasConnectionEndingOf          Conveyor                       WWTank                         OntoWAWO+.owl                 
hasConnectionEndingOf          Conveyor                       WaterRetainingTank             OntoWAWO+.owl                 
hasLocation                    WWTP                           Location                       OntoWAWO+.owl                 
hasLocation                    WaterProducer                  Location                       OntoWAWO+.owl                 
hasLocation                    WaterRetainingTank             Location                       OntoWAWO+.owl                 
hasProducingFeature            WaterProducer                  Flow_water_mass                OntoWAWO+.owl                 
hasProducingFeature            WaterProducer                  WWComposition                  OntoWAWO+.owl                 
hasStormWaterArea              StormWater                     LandUse                        OntoWAWO+.owl                 
hasTreatingWWFeature           WWTreatment                    WWProducer                     OntoWAWO+.owl                 
isComponentOf                  Pollutant                      WaterComposition               OntoWAWO+.owl                 
isLocationOf                   Location                       WWTP                           OntoWAWO+.owl                 
isLocationOf                   Location                       WaterProducer                  OntoWAWO+.owl                 
isLocationOf                   Location                       WaterRetainingTank             OntoWAWO+.owl                 
isPartOfConveyor               ConveyorUnit                   Conveyor                       OntoWAWO+.owl                 
isPartOfWWTP                   WWTreatmentUnit                WWTP                           OntoWAWO+.owl                 
isTransportingWWOf             Conveyor                       WWTP                           OntoWAWO+.owl                 
isTransportingWWOf             Conveyor                       WaterProducer                  OntoWAWO+.owl                 
isTransportingWWOf             Conveyor                       WaterRetainingTank             OntoWAWO+.owl                 
bottomObjectProperty           Thing                          Thing                          owl.rdf                       
decreased_in_magnitude_relative_to PATO_0000001                   PATO_0000001                   pato.owl                      
different_in_magnitude_relative_to PATO_0000001                   PATO_0000001                   pato.owl                      
directly_associated_with       PATO_0000001                   PATO_0000001                   pato.owl                      
has_dividend_quality           PATO_0001470                   PATO_0000001                   pato.owl                      
has_divisor_quality            PATO_0001470                   PATO_0000001                   pato.owl                      
has_ratio_quality              PATO_0001470                   PATO_0000001                   pato.owl                      
increased_in_magnitude_relative_to PATO_0000001                   PATO_0000001                   pato.owl                      
inversely_associated_with      PATO_0000001                   PATO_0000001                   pato.owl                      
similar_in_magnitude_relative_to PATO_0000001                   PATO_0000001                   pato.owl                      
hasBase                        Pizza                          PizzaBase                      pizza.owl                     
hasIngredient                  Food                           Food                           pizza.owl                     
hasTopping                     Pizza                          PizzaTopping                   pizza.owl                     
BFO_0000062                    BFO_0000003                    BFO_0000003                    po.owl                        
BFO_0000062                    BFO_0000003                    BFO_0000003                    po.owl                        
BFO_0000062                    BFO_0000003                    BFO_0000003                    po.owl                        
BFO_0000062                    BFO_0000003                    BFO_0000003                    po.owl                        
BFO_0000063                    BFO_0000003                    BFO_0000003                    po.owl                        
BFO_0000063                    BFO_0000003                    BFO_0000003                    po.owl                        
BFO_0000063                    BFO_0000003                    BFO_0000003                    po.owl                        
BFO_0000063                    BFO_0000003                    BFO_0000003                    po.owl                        
RO_0002202                     BFO_0000004                    BFO_0000004                    po.owl                        
RO_0002220                     BFO_0000004                    BFO_0000004                    po.owl                        
RO_0002258                     BFO_0000002                    BFO_0000002                    po.owl                        
observed_growth_stage          Observation                    Growth_Stage                   PPOntology.owl                
observed_meteorological_condition Meteorological_Observation     Meteorological_Condition       PPOntology.owl                
observed_abnormality           Plant_Observation              Abnormality                    PPOntology.owl                
has_plant_observation          Case                           Plant_Observation              PPOntology.owl                
has_cultural_practice          Case                           Cultural_Practice              PPOntology.owl                
observed_growth_stage          Observation                    Growth_Stage                   PPOntology.owl                
has_average_environmental_condition Case                           Average_Condition              PPOntology.owl                
observed_abnormality           Plant_Observation              Abnormality                    PPOntology.owl                
has_meteorological_observation Case                           Meteorological_Observation     PPOntology.owl                
has_plant_observation          Case                           Plant_Observation              PPOntology.owl                
strengthened_by_disorder       Case                           Disorder                       PPOntology.owl                
observed_meteorological_condition Meteorological_Observation     Meteorological_Condition       PPOntology.owl                
similar_abnormality            Abnormality                    Abnormality                    PPOntology.owl                
location                       Abnormality                    Plant_Parts                    PPOntology.owl                
case_of                        Case                           Disorder                       PPOntology.owl                
has_case                       Disorder                       Case                           PPOntology.owl                
has_abnormality                Plant_Parts                    Abnormality                    PPOntology.owl                
RO_0000056                     BFO_0000002                    BFO_0000003                    pro_reasoned.owl              
RO_0000056                     BFO_0000002                    BFO_0000003                    pro_reasoned.owl              
RO_0000056                     BFO_0000002                    BFO_0000003                    pro_reasoned.owl              
